txn_id,user_id,merchant_id,transaction_amount,transaction_status,utr_number,is_missing_utr,timestamp,has_valid_timestamp
TXN00001053,USR83147,MCH6456,23477.3,SUCCESS,UTR1739170185,False,2026-02-05 03:57:33,True
TXN00001054,USR83396,MCH1489,19971.59,SUCCESS,UTR8771576069,False,2026-03-03 17:01:14,True
TXN00001055,USR36142,MCH8858,24948.37,SUCCESS,UTR2897855107,False,2026-03-28 13:31:13,True
TXN00001056,USR38177,MCH7951,8774.29,SUCCESS,UTR9236962006,False,,False
TXN00001057,USR90944,MCH9684,19182.04,PENDING,UTR1799938132,False,2026-02-14 15:16:13,True
TXN00001058,USR75921,MCH8317,10054.25,SUCCESS,UTR5094258626,False,2026-03-10 16:08:54,True
TXN00001059,USR67685,MCH9918,12002.09,SUCCESS,UTR8014950262,False,,False
TXN00001060,USR45908,MCH7502,15691.36,SUCCESS,UTR7817299601,False,2026-02-12 06:45:30,True
TXN00001061,USR24003,MCH1449,21843.19,SUCCESS,UTR5830902106,False,2026-01-18 02:25:43,True
TXN00001062,USR19755,MCH3956,24602.0,SUCCESS,UTR8742506260,False,2026-03-13 05:52:01,True
TXN00001063,USR41868,MCH1688,19209.15,SUCCESS,UTR9753701456,False,2026-02-20 15:45:28,True
TXN00001064,USR31026,MCH4746,10449.99,SUCCESS,UTR9039828009,False,2026-03-05 03:40:32,True
TXN00001065,USR52661,MCH3130,10539.71,SUCCESS,UTR9126083898,False,2026-01-27 05:20:15,True
TXN00001066,USR72872,MCH3765,18442.18,SUCCESS,UTR1004095881,False,,False
TXN00001067,USR87717,MCH3004,5977.04,SUCCESS,UTR3493956650,False,2026-03-20 11:14:26,True
TXN00001068,USR71587,MCH5081,2770.75,SUCCESS,UTR8121054212,False,2026-03-31 06:51:52,True
TXN00001069,USR16029,MCH2231,8872.01,SUCCESS,UTR3401278621,False,,False
TXN00001070,USR96431,MCH8873,,SUCCESS,UTR0837675327,False,2026-03-17 05:02:43,True
TXN00001071,USR61126,MCH1560,7414.74,SUCCESS,UTR7874852728,False,,False
TXN00001072,USR73837,MCH2524,5848.0,SUCCESS,UTR8599227688,False,2026-02-15 03:14:03,True
TXN00001073,USR42747,MCH6341,1061.91,SUCCESS,UTR1861693921,False,2026-02-12 06:57:43,True
TXN00001074,USR46718,MCH7574,456.67,SUCCESS,UTR4312243317,False,2026-03-22 04:06:03,True
TXN00001075,USR89522,MCH7794,24693.18,SUCCESS,UTR3836757138,False,,False
TXN00001076,USR86823,MCH4421,10700.05,SUCCESS,UTR3741038100,False,2026-02-27 12:33:57,True
TXN00001077,USR59154,MCH3158,9614.32,SUCCESS,UTR7826734414,False,,False
TXN00001078,USR17774,MCH9846,16994.39,SUCCESS,UTR5135182099,False,2026-02-01 07:01:26,True
TXN00001079,USR23295,MCH8732,5464.0,SUCCESS,UTR6904682137,False,,False
TXN00001080,USR17355,MCH9593,23749.53,SUCCESS,UTR0455157353,False,2026-01-24 20:02:42,True
TXN00001081,USR93837,MCH8930,,FAILED,UTR7477284963,False,2026-03-22 15:44:36,True
TXN00001082,USR54917,MCH3612,2244.38,SUCCESS,UTR5509844484,False,,False
TXN00001083,USR46181,MCH9509,10445.34,SUCCESS,UTR8230430347,False,,False
TXN00001084,USR80503,MCH9143,21979.17,UNKNOWN,UTR6082240914,False,,False
TXN00001085,USR58424,MCH4325,23618.85,SUCCESS,UTR6738690932,False,,False
TXN00001086,USR67425,MCH2249,11690.36,SUCCESS,UTR9299814523,False,,False
TXN00001087,USR47255,MCH5122,15339.15,PENDING,,True,2026-03-14 20:44:11,True
TXN00001088,USR24553,MCH3580,4184.18,FAILED,UTR5380481067,False,,False
TXN00001089,USR71845,MCH6074,24779.3,SUCCESS,UTR1396120231,False,,False
TXN00001090,USR27600,MCH6935,5799.48,SUCCESS,UTR0212439464,False,,False
TXN00001091,USR19697,MCH7696,23568.87,SUCCESS,,True,2026-03-06 20:59:31,True
TXN00001092,USR52538,MCH3845,16244.67,SUCCESS,UTR6994659836,False,2026-02-06 19:06:32,True
TXN00001093,USR64234,MCH2853,15197.0,SUCCESS,UTR1304019584,False,,False
TXN00001094,USR29893,MCH8764,12822.09,SUCCESS,UTR2161868004,False,2026-01-03 18:52:33,True
TXN00001095,USR29715,MCH7427,,FAILED,UTR9611615339,False,,False
TXN00001096,USR87307,MCH6074,4421.44,SUCCESS,UTR6571026081,False,2026-03-24 14:51:49,True
TXN00001097,USR49171,MCH5922,5519.95,SUCCESS,UTR6091329882,False,,False
TXN00001098,USR85246,MCH2881,4669.09,SUCCESS,UTR6495198994,False,,False
TXN00001099,USR36213,MCH7997,19491.82,SUCCESS,UTR6495766073,False,,False
TXN00001100,USR83641,MCH1136,8759.63,SUCCESS,UTR7639505129,False,2026-01-21 14:16:30,True
TXN00001101,USR21535,MCH4841,1455.49,SUCCESS,UTR8931229419,False,,False
TXN00001102,USR67443,MCH4189,24227.87,SUCCESS,UTR6029246337,False,2026-03-19 11:05:02,True
TXN00001103,USR42142,MCH3994,22096.0,SUCCESS,UTR5742690140,False,,False
TXN00001104,USR52970,MCH9878,23194.53,SUCCESS,UTR4391687432,False,2026-02-03 01:02:49,True
TXN00001105,USR85069,MCH9299,24872.75,SUCCESS,UTR2684140893,False,2026-01-28 03:39:05,True
TXN00001106,USR81642,MCH1108,4355.64,SUCCESS,UTR0465584083,False,,False
TXN00001107,USR96598,MCH8716,9912.09,SUCCESS,UTR6032527223,False,,False
TXN00001108,USR44172,MCH1073,18958.38,SUCCESS,UTR8495504530,False,,False
TXN00001109,USR82964,MCH1317,17403.56,SUCCESS,UTR4742285481,False,,False
TXN00001110,USR79602,MCH6311,,SUCCESS,UTR6687610673,False,2026-01-27 19:45:08,True
TXN00001111,USR48196,MCH2287,20397.67,FAILED,UTR9641503085,False,2026-02-23 23:05:13,True
TXN00001112,USR12864,MCH1677,5618.77,SUCCESS,UTR8639582909,False,2026-01-01 23:39:13,True
TXN00001113,USR28411,MCH3929,5603.2,SUCCESS,UTR8608877892,False,2026-02-20 03:49:43,True
TXN00001114,USR18913,MCH9635,13428.99,SUCCESS,UTR3769357009,False,2026-01-19 13:11:37,True
TXN00001115,USR51151,MCH8989,14827.57,SUCCESS,UTR8547461857,False,2026-01-09 07:29:33,True
TXN00001116,USR57347,MCH6115,14506.35,SUCCESS,UTR0182444359,False,2026-01-24 10:24:01,True
TXN00001117,USR68437,MCH6545,2296.26,SUCCESS,UTR8460173619,False,,False
TXN00001118,USR38155,MCH2299,21938.0,SUCCESS,UTR2396973617,False,2026-02-09 11:02:46,True
TXN00001119,USR34135,MCH3458,6647.35,SUCCESS,UTR2968883946,False,2026-02-17 10:28:08,True
TXN00001120,USR52109,MCH1347,3246.58,SUCCESS,UTR7623828107,False,2026-02-23 21:39:15,True
TXN00001121,USR71384,MCH3410,22219.81,SUCCESS,UTR8091486807,False,2026-03-15 14:39:06,True
TXN00001122,USR39842,MCH3608,,SUCCESS,UTR0786172667,False,2026-01-24 07:59:43,True
TXN00001123,USR70398,MCH1059,21554.57,SUCCESS,UTR3542323407,False,2026-03-09 01:14:11,True
TXN00001124,USR57474,MCH2347,20239.81,SUCCESS,UTR2572916814,False,2026-02-16 05:22:38,True
TXN00001125,USR53648,MCH9013,16384.5,SUCCESS,UTR1163711011,False,2026-03-04 17:03:46,True
TXN00001126,USR36081,MCH6912,13775.93,SUCCESS,UTR2317660657,False,2026-03-11 02:42:46,True
TXN00001127,USR98823,MCH5875,2183.8,SUCCESS,,True,,False
TXN00001128,USR43951,MCH7005,10217.25,SUCCESS,UTR0409112103,False,,False
TXN00001129,USR43470,MCH5449,9323.49,SUCCESS,UTR2772268940,False,2026-03-18 23:40:03,True
TXN00001130,USR89117,MCH2094,6501.25,SUCCESS,UTR5170540871,False,2026-01-02 16:10:46,True
TXN00001131,USR13032,MCH7526,18088.27,FAILED,UTR9229826560,False,2026-01-10 00:49:48,True
TXN00001132,USR28385,MCH5512,12401.93,SUCCESS,UTR7550348704,False,,False
TXN00001133,USR25622,MCH9680,2035.34,SUCCESS,UTR2261910807,False,,False
TXN00001134,USR94179,MCH9163,5512.38,SUCCESS,UTR2761370029,False,2026-02-09 06:19:22,True
TXN00001135,USR63841,MCH3252,17084.64,SUCCESS,UTR7213846355,False,2026-03-09 03:58:51,True
TXN00001136,USR66011,MCH2116,,SUCCESS,UTR7487789888,False,2026-01-24 14:56:31,True
TXN00001137,USR61944,MCH1910,21281.66,PENDING,,True,,False
TXN00001138,USR73747,MCH5408,12383.71,SUCCESS,UTR9135584862,False,2026-03-06 11:08:20,True
TXN00001139,USR16295,MCH7648,12019.86,SUCCESS,UTR3104863290,False,2026-02-26 11:07:21,True
TXN00001140,USR79258,MCH7800,14814.27,SUCCESS,UTR2287345368,False,2026-02-05 19:52:47,True
TXN00001141,USR17901,MCH3156,20618.78,SUCCESS,UTR0878539024,False,2026-02-15 22:46:36,True
TXN00001142,USR77143,MCH8642,,SUCCESS,UTR1783474177,False,2026-02-23 17:41:07,True
TXN00001143,USR58952,MCH6235,16953.62,SUCCESS,UTR2118376968,False,2026-02-21 13:08:15,True
TXN00001144,USR12123,MCH1293,,SUCCESS,UTR3091303100,False,2026-02-03 09:00:46,True
TXN00001145,USR84149,MCH2600,6683.04,SUCCESS,UTR7909835266,False,,False
TXN00001146,USR67305,MCH6824,21966.96,SUCCESS,UTR0397123995,False,2026-03-14 10:09:19,True
TXN00001147,USR14205,MCH3803,714.5,SUCCESS,UTR3170071410,False,2026-02-23 10:29:53,True
TXN00001148,USR76088,MCH7647,16464.71,SUCCESS,UTR5661401549,False,,False
TXN00001149,USR52869,MCH8328,21266.04,PENDING,UTR0906647230,False,,False
TXN00001150,USR80622,MCH5142,,SUCCESS,UTR4147254406,False,2026-03-10 05:46:14,True
TXN00001151,USR74488,MCH5518,,SUCCESS,UTR5383870295,False,2026-02-14 01:18:11,True
TXN00001152,USR47047,MCH3798,20926.96,FAILED,,True,2026-01-27 07:16:51,True
TXN00001153,USR85342,MCH1832,17439.81,SUCCESS,UTR1104056331,False,2026-01-30 18:29:00,True
TXN00001154,USR53745,MCH4765,17006.72,SUCCESS,UTR6979237831,False,2026-01-25 09:48:46,True
TXN00001155,USR93148,MCH7524,15469.1,SUCCESS,UTR7970291597,False,,False
TXN00001156,USR18796,MCH1907,18820.39,SUCCESS,UTR5907238939,False,2026-01-12 17:08:54,True
TXN00001157,USR19902,MCH8885,3973.54,SUCCESS,UTR7246530572,False,2026-03-12 00:42:51,True
TXN00001158,USR84095,MCH9758,22022.96,SUCCESS,UTR5440065102,False,,False
TXN00001159,USR22077,MCH6597,21797.37,PENDING,UTR0231886514,False,2026-01-31 15:16:48,True
TXN00001160,USR83176,MCH5789,740.89,SUCCESS,UTR9965220018,False,,False
TXN00001161,USR24723,MCH9894,20647.16,SUCCESS,UTR5718452338,False,,False
TXN00001162,USR79699,MCH4090,3230.46,SUCCESS,UTR3392431703,False,2026-02-22 00:39:12,True
TXN00001163,USR30738,MCH4304,8384.62,SUCCESS,UTR0312159098,False,,False
TXN00001164,USR77305,MCH1219,18590.27,SUCCESS,UTR9322503271,False,,False
TXN00001165,USR21498,MCH7102,4027.0,SUCCESS,UTR3647885815,False,,False
TXN00001166,USR85225,MCH9317,20451.0,SUCCESS,,True,2026-01-19 14:19:22,True
TXN00001167,USR71400,MCH9084,20805.03,SUCCESS,UTR1056995585,False,2026-01-22 00:12:45,True
TXN00001168,USR89958,MCH3322,12691.62,SUCCESS,UTR9916545582,False,2026-03-13 17:04:24,True
TXN00001169,USR95219,MCH4897,,FAILED,UTR3906671816,False,,False
TXN00001170,USR35020,MCH4541,7183.08,SUCCESS,UTR4124414773,False,2026-01-27 20:17:26,True
TXN00001171,USR19579,MCH7519,15427.0,UNKNOWN,UTR7186698524,False,,False
TXN00001172,USR99647,MCH9763,24529.84,SUCCESS,UTR8114056531,False,,False
TXN00001173,USR66485,MCH1171,15799.02,SUCCESS,UTR0516600613,False,,False
TXN00001174,USR46289,MCH7983,6502.49,SUCCESS,UTR3995695925,False,2026-02-20 22:29:33,True
TXN00001175,USR71042,MCH1802,15854.0,PENDING,UTR3403160741,False,2026-02-27 22:37:23,True
TXN00001176,USR69151,MCH2440,13504.23,SUCCESS,UTR2663026745,False,2026-01-28 11:26:05,True
TXN00001177,USR29949,MCH5253,19498.34,SUCCESS,UTR5107207367,False,2026-01-10 18:14:34,True
TXN00001178,USR95254,MCH6498,2683.45,SUCCESS,UTR2950646242,False,2026-03-22 20:09:52,True
TXN00001179,USR53310,MCH8297,19028.0,SUCCESS,UTR4618999468,False,,False
TXN00001180,USR19571,MCH3515,13536.25,SUCCESS,UTR6900157138,False,2026-01-29 18:18:15,True
TXN00001181,USR33812,MCH4753,24075.17,SUCCESS,UTR2320933356,False,2026-01-23 02:04:27,True
TXN00001182,USR94913,MCH3204,8553.39,SUCCESS,UTR2056091230,False,,False
TXN00001183,USR85395,MCH7575,15819.22,SUCCESS,,True,2026-01-18 10:07:44,True
TXN00001184,USR54539,MCH8953,23301.38,SUCCESS,UTR1932729430,False,2026-01-30 08:20:04,True
TXN00001185,USR69512,MCH2236,2571.72,SUCCESS,UTR4524633997,False,2026-01-02 08:58:05,True
TXN00001186,USR79168,MCH5389,23431.0,SUCCESS,UTR2940094536,False,,False
TXN00001187,USR66675,MCH9708,21888.46,SUCCESS,UTR1480276380,False,,False
TXN00001188,USR12815,MCH6607,1705.0,SUCCESS,UTR0502820323,False,2026-01-13 06:57:34,True
TXN00001189,USR62620,MCH9194,16730.31,SUCCESS,UTR4897486392,False,,False
TXN00001190,USR85332,MCH2633,17707.22,FAILED,UTR5863728793,False,2026-01-05 10:03:33,True
TXN00001191,USR48510,MCH8541,1693.0,SUCCESS,UTR5951244237,False,2026-01-06 07:03:17,True
TXN00001192,USR10832,MCH1114,14558.44,SUCCESS,,True,2026-02-23 17:25:11,True
TXN00001193,USR91748,MCH2567,8653.62,SUCCESS,UTR6356626281,False,2026-01-29 08:43:39,True
TXN00001194,USR61111,MCH6979,15526.68,SUCCESS,UTR4498274782,False,,False
TXN00001195,USR12473,MCH1725,1153.09,SUCCESS,UTR5326853428,False,2026-01-13 06:15:09,True
TXN00001196,USR11119,MCH2750,21789.7,SUCCESS,,True,2026-03-03 22:20:38,True
TXN00001197,USR39521,MCH8082,24337.49,FAILED,UTR2171620472,False,2026-03-26 07:39:40,True
TXN00001198,USR52255,MCH9132,,SUCCESS,UTR0441048728,False,,False
TXN00001199,USR65987,MCH8919,18743.8,SUCCESS,UTR0251796640,False,2026-02-17 15:49:48,True
TXN00001200,USR29725,MCH3166,3260.86,SUCCESS,UTR0502514382,False,2026-01-10 23:02:47,True
TXN00001201,USR43928,MCH1453,18959.0,SUCCESS,UTR5019090795,False,,False
TXN00001202,USR39214,MCH3115,624.43,SUCCESS,UTR8235247914,False,,False
TXN00001203,USR86595,MCH6740,562.87,FAILED,UTR4233467144,False,2026-02-25 17:39:59,True
TXN00001204,USR98413,MCH2206,8097.02,SUCCESS,UTR8907701713,False,2026-01-28 14:33:31,True
TXN00001205,USR52810,MCH3141,12221.19,SUCCESS,UTR9370585588,False,2026-02-15 13:46:26,True
TXN00001206,USR79778,MCH1757,19262.48,SUCCESS,UTR3584494229,False,2026-02-16 11:29:05,True
TXN00001207,USR69998,MCH2952,17085.55,SUCCESS,UTR9940268992,False,2026-02-12 18:22:00,True
TXN00001208,USR95670,MCH3535,11153.11,SUCCESS,UTR4244488081,False,2026-02-03 01:54:08,True
TXN00001209,USR97215,MCH6780,6847.93,SUCCESS,UTR0347235003,False,2026-01-18 21:35:54,True
TXN00001210,USR36257,MCH3069,24928.0,SUCCESS,UTR9998374303,False,2026-01-05 23:42:59,True
TXN00001211,USR85292,MCH4903,10660.27,SUCCESS,UTR6880666299,False,2026-01-25 12:19:02,True
TXN00001212,USR56484,MCH4716,11290.16,SUCCESS,UTR3160415691,False,2026-03-25 15:57:36,True
TXN00001213,USR85609,MCH3447,4098.96,SUCCESS,UTR7951173746,False,2026-02-16 09:11:22,True
TXN00001214,USR30002,MCH8372,19872.29,SUCCESS,UTR3521130624,False,,False
TXN00001215,USR34752,MCH1061,,SUCCESS,UTR5854111947,False,,False
TXN00001216,USR29435,MCH5401,5527.0,SUCCESS,UTR5510392011,False,2026-01-07 08:15:40,True
TXN00001217,USR37019,MCH4239,2068.7,SUCCESS,UTR0593835439,False,2026-02-08 21:42:57,True
TXN00001218,USR50433,MCH8808,17015.68,PENDING,UTR2196590303,False,,False
TXN00001219,USR33800,MCH6578,16366.24,FAILED,UTR7496926605,False,2026-01-08 04:37:26,True
TXN00001220,USR23224,MCH9282,6838.76,FAILED,UTR3993814475,False,2026-02-26 00:33:24,True
TXN00001221,USR13437,MCH3646,23772.08,SUCCESS,UTR7562095772,False,2026-03-03 02:42:53,True
TXN00001222,USR79916,MCH2689,3784.94,SUCCESS,,True,,False
TXN00001223,USR88895,MCH6630,10814.05,FAILED,UTR1536299843,False,,False
TXN00001224,USR15171,MCH9774,23590.96,SUCCESS,UTR2121597769,False,,False
TXN00001225,USR26688,MCH7094,10499.0,SUCCESS,UTR1426659835,False,2026-01-15 11:39:20,True
TXN00001226,USR80788,MCH6287,15966.76,PENDING,UTR4845157954,False,2026-03-20 18:05:52,True
TXN00001227,USR55681,MCH3046,9945.88,SUCCESS,UTR7002612842,False,2026-02-24 15:30:40,True
TXN00001228,USR19078,MCH2266,6862.64,SUCCESS,UTR8023481794,False,2026-01-30 11:59:17,True
TXN00001229,USR52920,MCH8034,24599.6,SUCCESS,UTR5403774250,False,,False
TXN00001230,USR51331,MCH4457,10239.26,SUCCESS,UTR4504793774,False,,False
TXN00001231,USR40160,MCH8268,22353.54,SUCCESS,UTR8819791017,False,2026-01-12 12:00:43,True
TXN00001232,USR96267,MCH2364,5756.57,SUCCESS,UTR9095734313,False,2026-02-24 04:24:15,True
TXN00001233,USR37368,MCH5627,5335.49,SUCCESS,UTR2392300355,False,2026-03-16 05:16:56,True
TXN00001234,USR36437,MCH3701,788.04,SUCCESS,,True,2026-02-10 09:45:20,True
TXN00001235,USR49705,MCH1317,16295.15,SUCCESS,UTR6746250179,False,,False
TXN00001236,USR31402,MCH8645,9219.47,SUCCESS,UTR4621285082,False,,False
TXN00001237,USR65611,MCH6476,21610.31,SUCCESS,UTR4369772703,False,2026-03-18 18:33:34,True
TXN00001238,USR45530,MCH8528,11835.52,SUCCESS,UTR7799188004,False,2026-03-02 01:01:09,True
TXN00001239,USR40537,MCH5959,24205.15,SUCCESS,UTR5913531322,False,2026-01-22 21:53:20,True
TXN00001240,USR38473,MCH2813,4646.28,SUCCESS,UTR5609513122,False,,False
TXN00001241,USR56575,MCH6075,21716.89,SUCCESS,UTR0753177275,False,,False
TXN00001242,USR13577,MCH4006,19417.16,SUCCESS,UTR3474893641,False,,False
TXN00001243,USR27997,MCH5899,19275.0,SUCCESS,UTR7025689315,False,2026-02-13 17:46:29,True
TXN00001244,USR67624,MCH8663,,SUCCESS,,True,2026-03-30 04:58:07,True
TXN00001245,USR26136,MCH4903,19027.99,SUCCESS,UTR9681570575,False,2026-02-12 23:36:52,True
TXN00001246,USR59166,MCH7750,15659.25,FAILED,UTR2108668695,False,2026-01-29 20:52:58,True
TXN00001247,USR13332,MCH3596,3289.81,FAILED,UTR5552749154,False,2026-03-25 12:20:00,True
TXN00001248,USR68189,MCH7315,822.83,SUCCESS,UTR2992917340,False,2026-02-27 03:21:46,True
TXN00001249,USR37339,MCH3134,23021.99,SUCCESS,UTR0257047331,False,2026-02-11 15:14:45,True
TXN00001250,USR59861,MCH6666,15420.09,SUCCESS,UTR0987704594,False,2026-01-30 15:35:15,True
TXN00001251,USR16450,MCH2306,19915.47,SUCCESS,UTR6650525816,False,2026-02-25 05:00:09,True
TXN00001252,USR68564,MCH9472,12043.24,SUCCESS,,True,2026-03-02 07:05:54,True
TXN00001253,USR67481,MCH9936,2941.53,SUCCESS,UTR3977633540,False,,False
TXN00001254,USR62321,MCH4895,3138.39,SUCCESS,UTR1617947609,False,,False
TXN00001255,USR36035,MCH2148,17142.28,SUCCESS,UTR9778685334,False,2026-03-13 20:31:59,True
TXN00001256,USR36952,MCH3913,10763.34,SUCCESS,UTR5084163107,False,,False
TXN00001257,USR59873,MCH5921,5021.11,SUCCESS,UTR2222737950,False,2026-03-16 01:18:22,True
TXN00001258,USR87360,MCH8697,12294.95,SUCCESS,UTR2961600449,False,2026-01-21 04:10:51,True
TXN00001259,USR26338,MCH8365,,SUCCESS,UTR4124898291,False,,False
TXN00001260,USR22170,MCH4860,14553.47,PENDING,UTR1996423376,False,,False
TXN00001261,USR32950,MCH8114,15772.95,SUCCESS,UTR5556919234,False,,False
TXN00001262,USR76414,MCH8554,19941.0,SUCCESS,UTR8940840442,False,2026-03-06 02:54:32,True
TXN00001263,USR85799,MCH8864,7765.95,FAILED,,True,2026-01-08 21:10:49,True
TXN00001264,USR77698,MCH3815,11385.95,FAILED,UTR1291165164,False,2026-01-16 05:58:10,True
TXN00001265,USR25951,MCH5225,300.4,SUCCESS,UTR6093946109,False,2026-01-24 06:55:34,True
TXN00001266,USR31349,MCH5867,1820.45,SUCCESS,UTR1772543415,False,2026-01-17 21:00:53,True
TXN00001267,USR37477,MCH4133,9818.41,SUCCESS,UTR3281817655,False,2026-02-23 14:14:06,True
TXN00001268,USR25775,MCH6008,,SUCCESS,UTR9620203145,False,,False
TXN00001269,USR74108,MCH4236,15004.51,PENDING,UTR8746084654,False,2026-01-16 04:44:50,True
TXN00001270,USR89278,MCH6613,7298.65,SUCCESS,UTR5317343741,False,2026-01-01 06:14:05,True
TXN00001271,USR56974,MCH5985,17377.6,SUCCESS,UTR7467632330,False,,False
TXN00001272,USR51534,MCH8576,21504.46,SUCCESS,UTR7666725651,False,2026-02-13 17:44:58,True
TXN00001273,USR64411,MCH9501,19498.48,SUCCESS,UTR6912919530,False,,False
TXN00001274,USR35032,MCH9116,,SUCCESS,UTR8026428288,False,,False
TXN00001275,USR37568,MCH3699,12017.87,SUCCESS,UTR4323491987,False,2026-02-15 14:58:31,True
TXN00001276,USR21900,MCH7166,2632.21,SUCCESS,UTR4393563745,False,2026-01-29 06:41:00,True
TXN00001277,USR76441,MCH6929,,SUCCESS,UTR4206056571,False,,False
TXN00001278,USR57167,MCH8807,24667.0,SUCCESS,UTR0284663023,False,,False
TXN00001279,USR72649,MCH2807,3570.96,SUCCESS,UTR9599237732,False,2026-01-28 23:19:58,True
TXN00001280,USR43460,MCH6530,12477.21,SUCCESS,UTR1609615970,False,,False
TXN00001281,USR76680,MCH7653,15457.71,SUCCESS,UTR2349673068,False,2026-01-28 10:46:53,True
TXN00001282,USR24679,MCH6036,17564.6,SUCCESS,UTR2613202642,False,,False
TXN00001283,USR69893,MCH4650,13995.62,SUCCESS,UTR4008800381,False,2026-03-25 11:01:43,True
TXN00001284,USR12116,MCH9495,254.17,SUCCESS,UTR2154417141,False,2026-02-14 01:58:10,True
TXN00001285,USR10951,MCH1704,8168.0,SUCCESS,UTR6688257952,False,2026-01-07 21:51:39,True
TXN00001286,USR59811,MCH3567,12947.61,FAILED,,True,,False
TXN00001287,USR65052,MCH1768,2205.78,SUCCESS,UTR7304392663,False,,False
TXN00001288,USR62469,MCH4709,8772.17,SUCCESS,UTR4380253542,False,,False
TXN00001289,USR23115,MCH5427,839.75,SUCCESS,UTR7972141604,False,2026-01-26 16:27:25,True
TXN00001290,USR56488,MCH9748,1973.68,SUCCESS,UTR6741827103,False,2026-03-18 11:46:20,True
TXN00001291,USR57237,MCH1307,9929.11,PENDING,UTR7762082282,False,,False
TXN00001292,USR50629,MCH5863,3327.0,SUCCESS,UTR9985015169,False,2026-03-02 16:29:26,True
TXN00001293,USR18559,MCH3053,14193.0,SUCCESS,UTR2254267525,False,,False
TXN00001294,USR66904,MCH5800,17239.73,SUCCESS,UTR7854453238,False,,False
TXN00001295,USR95459,MCH8715,20016.66,SUCCESS,UTR0445018353,False,2026-03-20 01:14:09,True
TXN00001296,USR49412,MCH7860,5011.75,SUCCESS,UTR5958901003,False,2026-01-20 04:57:07,True
TXN00001297,USR40062,MCH1828,4195.39,SUCCESS,UTR2492682436,False,,False
TXN00001298,USR21069,MCH1500,2623.15,SUCCESS,,True,2026-01-12 03:26:53,True
TXN00001299,USR95253,MCH1816,15914.39,SUCCESS,UTR2470393619,False,,False
TXN00001300,USR94355,MCH5703,17664.83,SUCCESS,UTR9695465095,False,2026-01-22 19:50:38,True
TXN00001301,USR61076,MCH1155,799.34,SUCCESS,UTR2358920703,False,,False
TXN00001302,USR71782,MCH2078,23405.94,SUCCESS,UTR9834069360,False,2026-01-15 11:10:13,True
TXN00001303,USR12077,MCH7864,,SUCCESS,UTR7800741856,False,,False
TXN00001304,USR46007,MCH6805,13537.0,SUCCESS,UTR1719739832,False,,False
TXN00001305,USR94850,MCH8912,17729.42,SUCCESS,UTR4259791895,False,2026-03-22 06:11:24,True
TXN00001306,USR52371,MCH4736,,SUCCESS,UTR0000347135,False,2026-01-14 19:26:04,True
TXN00001307,USR15946,MCH8829,17855.03,SUCCESS,UTR8603636603,False,,False
TXN00001308,USR28446,MCH7802,20045.18,SUCCESS,UTR5240431949,False,2026-01-06 18:58:00,True
TXN00001309,USR42636,MCH3088,8492.86,FAILED,UTR9102724531,False,,False
TXN00001310,USR33246,MCH5718,20372.48,SUCCESS,UTR8220431126,False,2026-03-18 22:57:30,True
TXN00001311,USR84000,MCH3749,2012.07,SUCCESS,UTR7882094739,False,2026-01-30 20:47:14,True
TXN00001312,USR11215,MCH7643,22371.47,FAILED,UTR1009194864,False,,False
TXN00001313,USR26770,MCH7257,13694.33,PENDING,UTR2520190997,False,,False
TXN00001314,USR77976,MCH3267,,SUCCESS,UTR0860090753,False,,False
TXN00001315,USR30415,MCH3062,11313.43,SUCCESS,UTR6733822093,False,2026-02-25 06:20:54,True
TXN00001316,USR28378,MCH6996,16093.01,SUCCESS,UTR6590433960,False,2026-03-31 10:32:03,True
TXN00001317,USR71579,MCH5287,13164.8,SUCCESS,UTR6509872213,False,,False
TXN00001318,USR15110,MCH3519,18292.42,SUCCESS,UTR4697947686,False,2026-02-12 15:18:06,True
TXN00001319,USR18019,MCH1541,2049.93,SUCCESS,UTR7324981024,False,,False
TXN00001320,USR88145,MCH4617,1518.2,SUCCESS,UTR3977912761,False,,False
TXN00001321,USR37502,MCH7759,,SUCCESS,UTR3063572878,False,2026-03-08 20:44:09,True
TXN00001322,USR96632,MCH4783,3997.02,SUCCESS,UTR4067352262,False,,False
TXN00001323,USR48415,MCH1869,21795.87,SUCCESS,UTR9024842071,False,2026-03-09 22:29:51,True
TXN00001324,USR58719,MCH2384,5488.16,PENDING,UTR6359783554,False,2026-02-09 01:54:46,True
TXN00001325,USR90944,MCH5397,24397.0,SUCCESS,UTR3907626365,False,2026-01-27 10:22:46,True
TXN00001326,USR64378,MCH1960,8429.03,SUCCESS,UTR5639074271,False,,False
TXN00001327,USR30641,MCH2642,4561.13,PENDING,UTR0646200060,False,2026-02-22 10:14:53,True
TXN00001328,USR64950,MCH6440,,FAILED,UTR3009267508,False,2026-02-17 22:37:34,True
TXN00001329,USR32599,MCH3429,16471.11,SUCCESS,UTR5051007628,False,2026-02-12 12:03:07,True
TXN00001330,USR32890,MCH8647,,FAILED,UTR7804616649,False,,False
TXN00001331,USR77973,MCH4960,13888.54,SUCCESS,UTR0659032046,False,2026-02-28 01:31:35,True
TXN00001332,USR29841,MCH2781,17982.85,SUCCESS,UTR0423450142,False,2026-01-04 20:52:56,True
TXN00001333,USR97643,MCH2862,5719.0,SUCCESS,,True,,False
TXN00001334,USR33804,MCH8538,24908.38,SUCCESS,UTR3836558932,False,2026-02-11 22:41:59,True
