complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_category,resolution_status,bank_response_timestamp,resolution_sla_days,is_sla_violation,severity,channel
CBK0000572,UNKNOWN_TXN,USR58062,MCH2065,,,1849.53,FRAUD_OR_ATO,CLOSED,,,False,MEDIUM,CHATBOT
CBK0000573,TXN00005006,USR65253,MCH5655,,,216.3,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,CHATBOT
CBK0000574,TXN00011825,USR78873,MCH9713,,,3123.85,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,LOW,EMAIL
CBK0000575,TXN00009966,USR40897,MCH9575,2026-02-23 00:00:00,,606.33,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,CRITICAL,EMAIL
CBK0000576,TXN00019045,USR84127,MCH4763,,,4841.06,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,BRANCH
CBK0000577,UNKNOWN_TXN,USR81643,MCH3563,,,,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,BRANCH
CBK0000578,TXN00006468,USR71457,MCH6810,2026-01-09 11:52:43,,7884.04,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,IVR
CBK0000579,TXN00006902,USR30658,MCH8779,,,2179.89,AMOUNT_MISMATCH,CLOSED,,,False,CRITICAL,CALL CENTER
CBK0000580,TXN00008617,USR62748,MCH9878,,,4101.67,DUPLICATE_PROCESSING,CLOSED,,,False,CRITICAL,IVR
CBK0000581,TXN00007551,USR73632,MCH8435,,,1887.02,DUPLICATE_PROCESSING,RESOLVED,,,False,MEDIUM,CHATBOT
CBK0000582,TXN00006728,USR32162,MCH1074,,,1002.59,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,CRITICAL,EMAIL
CBK0000583,TXN00013098,USR11077,MCH5456,,2026-02-03 00:32:11,,AMOUNT_MISMATCH,IN_PROGRESS,2026-02-03 00:32:11,0.0,False,MEDIUM,BRANCH
CBK0000584,TXN00018381,USR66286,MCH3433,,,528.22,FRAUD_OR_ATO,OPEN,2026-02-17 00:09:38,,False,LOW,IVR
CBK0000585,TXN00010811,USR26991,MCH4181,2026-03-31 00:00:00,2026-04-02 18:35:45,0.17,FRAUD_OR_ATO,RESOLVED,,,False,HIGH,CALL CENTER
CBK0000586,TXN00007590,USR26821,MCH8953,,,1023.96,GENERAL_DISPUTE,REJECTED,2026-04-02 02:24:43,,False,LOW,CALL CENTER
CBK0000587,TXN00007285,USR87500,MCH1569,,,4196.87,DUPLICATE_PROCESSING,RESOLVED,,,False,HIGH,CHATBOT
CBK0000588,TXN00003990,USR48652,MCH5552,2026-02-13 00:00:00,,0.7,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,LOW,APP
CBK0000589,TXN00017838,USR43980,MCH2575,,,1201.31,DUPLICATE_PROCESSING,RESOLVED,,,False,HIGH,BRANCH
CBK0000590,TXN00018358,USR73010,MCH2722,2026-03-12 00:00:00,,1889.21,AMOUNT_MISMATCH,RESOLVED,,,False,HIGH,CHATBOT
CBK0000591,TXN00011869,USR62847,MCH3840,,,8004.21,AMOUNT_MISMATCH,CLOSED,,,False,CRITICAL,CALL CENTER
CBK0000592,TXN00018501,USR90616,MCH7951,,,1061.55,DUPLICATE_PROCESSING,OPEN,,,False,LOW,CALL CENTER
CBK0000593,TXN00013111,USR25826,MCH9808,2026-02-26 00:00:00,2026-03-05 18:10:06,,FRAUD_OR_ATO,OPEN,,,False,HIGH,IVR
CBK0000594,TXN65742,USR32980,MCH7020,2026-02-19 00:00:00,,0.47,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,MEDIUM,EMAIL
CBK0000595,TXN00004517,USR57955,MCH8710,,2026-02-23 00:00:00,676.55,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,LOW,IVR
CBK0000596,TXN00006654,USR37722,MCH4208,,,0.27,FRAUD_OR_ATO,CLOSED,,,False,LOW,CHATBOT
CBK0000597,TXN00012105,USR80223,MCH3594,,,1866.96,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,LOW,CHATBOT
CBK0000598,TXN00012035,USR93286,MCH1314,,,1897.14,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,IVR
CBK0000599,TXN00007573,USR52697,MCH5655,,,10313.56,AMOUNT_MISMATCH,RESOLVED,,,False,LOW,CHATBOT
CBK0000600,TXN00012715,USR19311,MCH3325,,,339.58,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,HIGH,IVR
CBK0000601,TXN00017368,USR21789,MCH8779,2026-02-07 00:00:00,,,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,MEDIUM,BRANCH
CBK0000602,TXN00015729,USR61700,MCH5980,2026-01-23 05:08:36,2026-02-02 00:00:00,5873.9,DUPLICATE_PROCESSING,REJECTED,,,False,HIGH,CHATBOT
CBK0000603,TXN00004425,USR95812,MCH6075,,,0.13,FRAUD_OR_ATO,RESOLVED,,,False,HIGH,CHATBOT
CBK0000604,TXN00008566,USR17861,MCH3597,,2026-03-15 06:08:29,2673.74,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,CHATBOT
CBK0000605,TXN00000166,USR94647,MCH7247,,,913.38,FRAUD_OR_ATO,RESOLVED,,,False,HIGH,APP
CBK0000606,TXN00009406,USR72675,MCH2266,,,0.25,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,MEDIUM,IVR
CBK0000607,TXN00007941,USR62254,MCH1419,,2026-03-05 05:33:21,15519.36,GENERAL_DISPUTE,REJECTED,,,False,LOW,CHATBOT
CBK0000608,UNKNOWN_TXN,USR89430,MCH6891,,,947.39,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,LOW,APP
CBK0000609,TXN00001796,USR77277,MCH2970,,,,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,LOW,BRANCH
CBK0000610,TXN00014090,USR65211,MCH6850,,,848.3,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,IVR
CBK0000611,TXN00014367,USR58639,MCH4078,2026-02-17 00:00:00,2026-03-05 00:00:00,996.14,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,CHATBOT
CBK0000612,TXN00008353,USR59073,MCH2016,,2026-03-06 18:57:42,1208.71,FRAUD_OR_ATO,REJECTED,,,False,MEDIUM,BRANCH
CBK0000613,TXN00002808,USR82191,MCH9948,2026-02-13 00:00:00,,604.93,GENERAL_DISPUTE,IN_PROGRESS,,,False,MEDIUM,EMAIL
CBK0000614,TXN00000040,USR94585,MCH8779,2026-01-20 00:00:00,2026-01-25 00:00:00,1389.07,FRAUD_OR_ATO,RESOLVED,,,False,LOW,APP
CBK0000615,TXN00002775,USR83032,MCH3402,,,1908.8,FRAUD_OR_ATO,OPEN,,,False,HIGH,EMAIL
CBK0000616,TXN00006990,USR38951,MCH8779,,2026-03-09 11:42:44,1208.16,AMOUNT_MISMATCH,REJECTED,,,False,MEDIUM,APP
CBK0000617,TXN00014515,USR11419,MCH7833,2026-02-09 00:00:00,2026-02-16 21:12:01,181.44,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,CHATBOT
CBK0000618,TXN00013129,USR59658,MCH8812,,,0.15,AMOUNT_MISMATCH,RESOLVED,,,False,LOW,CHATBOT
CBK0000619,TXN00014324,USR68349,MCH5721,2026-03-04 11:05:40,,1724.56,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,MEDIUM,CHATBOT
CBK0000620,TXN00014536,USR49473,MCH9291,,,12058.7,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0000621,TXN59284,USR96201,MCH6056,,,0.19,GENERAL_DISPUTE,REJECTED,,,False,MEDIUM,BRANCH
CBK0000622,TXN00007356,USR81916,MCH6117,,,4608.17,DUPLICATE_PROCESSING,IN_PROGRESS,2026-03-19 13:11:32,,False,LOW,CHATBOT
CBK0000623,TXN00012588,USR78593,MCH9191,,,1181.22,GENERAL_DISPUTE,IN_PROGRESS,,,False,CRITICAL,CALL CENTER
CBK0000624,TXN00000969,USR81017,MCH1148,,2026-04-19 00:00:00,0.66,GENERAL_DISPUTE,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0000625,TXN00000101,USR93581,MCH5578,,,703.07,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,CRITICAL,APP
CBK0000626,TXN00018979,USR61349,MCH5687,2026-02-02 04:41:35,,2995.87,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0000627,TXN00003619,USR39542,MCH7650,,2026-03-22 00:00:00,4189.62,AMOUNT_MISMATCH,OPEN,,,False,MEDIUM,CALL CENTER
CBK0000628,TXN00004074,USR56605,MCH8953,,2026-03-02 00:00:00,3617.74,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,LOW,EMAIL
CBK0000629,TXN00003543,USR61351,MCH4181,,,15742.98,DUPLICATE_PROCESSING,RESOLVED,,,False,LOW,CHATBOT
CBK0000630,TXN00019233,USR41212,MCH3129,,2026-03-08 15:33:27,1007.91,FRAUD_OR_ATO,REJECTED,,,False,LOW,EMAIL
CBK0000631,TXN00004185,USR21843,MCH5007,,,7433.73,DUPLICATE_PROCESSING,OPEN,,,False,LOW,CHATBOT
CBK0000632,TXN00016316,USR44482,MCH7297,,,0.57,GENERAL_DISPUTE,RESOLVED,,,False,LOW,CALL CENTER
CBK0000633,TXN00013693,USR72322,MCH8732,,,1899.73,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,HIGH,IVR
CBK0000634,TXN00003160,USR20310,MCH5168,2026-03-14 00:00:00,,11376.0,AMOUNT_MISMATCH,REJECTED,,,False,LOW,EMAIL
CBK0000635,TXN00003242,USR34180,MCH2159,,,1561.56,AMOUNT_MISMATCH,CLOSED,,,False,LOW,BRANCH
CBK0000636,TXN00018402,USR46308,MCH2781,,2026-02-27 00:00:00,1848.85,FRAUD_OR_ATO,CLOSED,2026-03-07 15:34:55,8.0,False,LOW,IVR
CBK0000637,TXN00005214,USR91453,MCH6014,,,,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0000638,TXN00006348,USR97580,MCH6624,,,506.14,GENERAL_DISPUTE,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0000639,TXN00017298,USR56287,MCH7134,,,3871.95,FRAUD_OR_ATO,REJECTED,,,False,MEDIUM,CHATBOT
CBK0000640,TXN00012946,USR57297,MCH2401,,,0.33,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,LOW,EMAIL
CBK0000641,TXN00007177,USR11036,MCH3177,2026-01-17 00:00:00,,1628.35,FRAUD_OR_ATO,CLOSED,,,False,MEDIUM,BRANCH
CBK0000642,TXN00009627,USR88037,MCH4516,2026-02-04 00:00:00,,10535.8,GENERAL_DISPUTE,IN_PROGRESS,,,False,LOW,CALL CENTER
CBK0000643,UNKNOWN_TXN,USR85352,MCH4035,,,1167.69,GENERAL_DISPUTE,REJECTED,,,False,MEDIUM,IVR
CBK0000644,TXN00007288,USR97139,MCH2822,2026-02-03 00:00:00,,320.6,FRAUD_OR_ATO,OPEN,2026-02-12 15:55:43,,False,LOW,BRANCH
CBK0000645,TXN00016469,USR59482,MCH1792,2026-03-13 13:03:25,,12115.08,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,CRITICAL,CHATBOT
CBK0000646,TXN00018578,USR49324,MCH3174,,2026-03-02 00:00:00,0.5,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0000647,TXN00019004,USR46725,MCH2065,,2026-02-13 17:00:51,3381.39,GENERAL_DISPUTE,IN_PROGRESS,2026-02-26 17:00:51,13.0,False,MEDIUM,CHATBOT
CBK0000648,TXN00005486,USR11810,MCH1581,,2026-02-04 00:00:00,0.13,FRAUD_OR_ATO,CLOSED,,,False,LOW,BRANCH
CBK0000649,TXN00019659,USR74992,MCH8779,,,2545.52,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,2026-03-19 13:25:24,,False,MEDIUM,IVR
CBK0000650,TXN00004880,USR34311,MCH2209,2026-02-21 00:00:00,,512.66,FRAUD_OR_ATO,REJECTED,,,False,CRITICAL,BRANCH
CBK0000651,TXN00011527,USR57088,MCH1779,,,1443.54,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,CHATBOT
CBK0000652,TXN00015166,USR42412,MCH2811,,,732.38,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,HIGH,IVR
CBK0000653,TXN00007307,USR58692,MCH2298,,,2349.32,FRAUD_OR_ATO,CLOSED,2026-02-26 15:09:16,,False,MEDIUM,CALL CENTER
CBK0000654,TXN00013810,USR50022,MCH5980,2026-03-07 00:00:00,,4552.67,FRAUD_OR_ATO,CLOSED,,,False,LOW,IVR
CBK0000655,TXN00002874,USR22639,MCH4186,2026-01-12 15:25:38,,634.21,AMOUNT_MISMATCH,REJECTED,,,False,LOW,CHATBOT
CBK0000656,TXN00015006,USR77915,MCH7174,,2026-02-23 00:00:00,3732.8,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,MEDIUM,IVR
CBK0000657,TXN00006919,USR29306,MCH5269,,,2207.79,AMOUNT_MISMATCH,CLOSED,,,False,MEDIUM,CHATBOT
CBK0000658,TXN00005761,USR70617,MCH5954,,2026-03-18 06:34:15,3582.63,MERCHANT_OR_DELIVERY_ISSUE,OPEN,2026-03-18 06:34:15,0.0,False,LOW,IVR
CBK0000659,TXN00017737,USR53527,MCH3861,,,1419.1,GENERAL_DISPUTE,CLOSED,,,False,CRITICAL,CHATBOT
CBK0000660,TXN00008654,USR14580,MCH7394,2026-01-20 00:00:00,,3655.6,FRAUD_OR_ATO,OPEN,2026-01-25 03:57:35,,False,HIGH,BRANCH
CBK0000661,TXN00012553,USR87727,MCH8876,,2026-01-23 00:00:00,901.62,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,2026-02-15 06:03:00,23.0,True,LOW,IVR
CBK0000662,TXN00001154,USR55160,MCH3733,2026-01-09 00:00:00,,336.21,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,2026-01-22 13:39:35,,False,MEDIUM,APP
CBK0000663,TXN00002699,USR94333,MCH8975,,2026-03-11 00:00:00,422.45,FRAUD_OR_ATO,CLOSED,,,False,HIGH,EMAIL
CBK0000664,TXN00014659,USR74769,MCH9010,2026-03-12 13:53:38,,1093.6,FRAUD_OR_ATO,OPEN,,,False,CRITICAL,APP
CBK0000665,TXN00012726,USR82229,MCH6230,,,360.49,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,BRANCH
CBK0000666,UNKNOWN_TXN,USR33350,MCH6639,,,8521.71,GENERAL_DISPUTE,RESOLVED,,,False,MEDIUM,CHATBOT
CBK0000667,TXN00006052,USR54126,MCH2266,,,1664.31,GENERAL_DISPUTE,IN_PROGRESS,,,False,CRITICAL,EMAIL
CBK0000668,TXN00011231,USR61576,MCH7063,,2026-03-15 00:00:00,4533.6,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0000669,TXN00018414,USR22639,MCH8836,2026-03-28 14:45:10,2026-03-30 11:45:10,3972.17,FRAUD_OR_ATO,IN_PROGRESS,,,False,HIGH,IVR
CBK0000670,TXN00016465,USR33934,MCH8836,,,1819.68,GENERAL_DISPUTE,CLOSED,,,False,HIGH,IVR
CBK0000671,TXN00004668,USR54740,MCH4646,,2026-03-18 13:09:02,,GENERAL_DISPUTE,CLOSED,,,False,MEDIUM,IVR
CBK0000672,TXN94670,USR23466,MCH2383,,,33780.71,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,LOW,EMAIL
CBK0000673,TXN00006799,USR90390,MCH2514,,,7272.77,FRAUD_OR_ATO,REJECTED,,,False,MEDIUM,EMAIL
CBK0000674,TXN95066,USR27533,MCH5993,2026-03-01 00:00:00,,0.73,FRAUD_OR_ATO,RESOLVED,,,False,MEDIUM,APP
CBK0000675,TXN00002371,USR78353,MCH5277,,,7577.71,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,MEDIUM,EMAIL
CBK0000676,TXN00010013,USR25470,MCH9984,2026-03-24 17:08:02,2026-03-24 00:00:00,314.65,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,HIGH,IVR
CBK0000677,TXN00003443,USR88570,MCH2055,,,7308.16,FRAUD_OR_ATO,OPEN,,,False,LOW,EMAIL
CBK0000678,TXN00006912,USR67333,MCH9291,,,140.31,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,BRANCH
CBK0000679,TXN00019297,USR35700,MCH4758,2026-02-24 08:24:53,,1314.28,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,IVR
CBK0000680,TXN00006440,USR32302,MCH2383,,2026-03-16 23:47:02,0.61,AMOUNT_MISMATCH,OPEN,,,False,LOW,APP
CBK0000681,TXN00006290,USR89588,MCH9105,2026-01-28 00:00:00,,,DUPLICATE_PROCESSING,REJECTED,,,False,LOW,IVR
CBK0000682,TXN00002422,USR74392,MCH7833,,,412.17,DUPLICATE_PROCESSING,REJECTED,,,False,MEDIUM,BRANCH
CBK0000683,TXN00017581,USR54113,MCH6129,,,,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,LOW,CHATBOT
CBK0000684,TXN00017791,USR21714,MCH2319,,,2658.78,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,EMAIL
CBK0000685,TXN00011648,USR24719,MCH5852,,2026-02-11 00:00:00,2218.94,DUPLICATE_PROCESSING,REJECTED,,,False,MEDIUM,EMAIL
CBK0000686,TXN00000850,USR54783,MCH8420,2026-01-23 00:00:00,,1203.18,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,BRANCH
CBK0000687,TXN00005195,USR53215,MCH8519,,,4251.73,GENERAL_DISPUTE,IN_PROGRESS,,,False,LOW,CALL CENTER
CBK0000688,TXN00018235,USR63160,MCH6399,2026-02-17 08:49:47,,5681.16,GENERAL_DISPUTE,REJECTED,,,False,HIGH,APP
CBK0000689,TXN00017204,USR95707,MCH3736,,,,FRAUD_OR_ATO,RESOLVED,2026-01-22 10:09:56,,False,MEDIUM,APP
CBK0000690,TXN00016173,USR76780,MCH1506,2026-03-20 00:00:00,,8263.92,GENERAL_DISPUTE,REJECTED,,,False,LOW,CHATBOT
CBK0000691,TXN00006342,USR46662,MCH8426,2026-03-13 10:45:48,,1546.48,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0000692,TXN00005181,USR70317,MCH3740,,,1107.86,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,CHATBOT
CBK0000693,TXN00018137,USR29306,MCH7744,,,7022.75,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0000694,TXN00013258,USR41874,MCH7151,2026-03-28 02:05:31,,0.68,FRAUD_OR_ATO,RESOLVED,,,False,MEDIUM,CALL CENTER
CBK0000695,TXN00012216,USR72760,MCH7773,,,972.52,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,CHATBOT
CBK0000696,TXN00007676,USR33564,MCH3259,,2026-02-28 00:00:00,841.13,GENERAL_DISPUTE,IN_PROGRESS,2026-03-01 09:11:30,1.0,False,CRITICAL,IVR
CBK0000697,TXN00007023,USR88430,MCH4181,,,10555.32,AMOUNT_MISMATCH,REJECTED,,,False,MEDIUM,IVR
CBK0000698,TXN00005431,USR66398,MCH1320,2026-03-31 13:31:09,,1631.64,DUPLICATE_PROCESSING,REJECTED,,,False,HIGH,EMAIL
CBK0000699,TXN35789,USR17657,MCH1670,,,1813.99,DUPLICATE_PROCESSING,RESOLVED,,,False,LOW,CHATBOT
CBK0000700,TXN00001244,USR88147,MCH2972,,,1404.94,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0000701,TXN00002775,USR31842,MCH7869,,,6779.18,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,LOW,CHATBOT
CBK0000702,TXN00017072,USR56312,MCH5133,2026-01-18 03:52:25,2026-01-23 00:00:00,0.15,AMOUNT_MISMATCH,IN_PROGRESS,,,False,HIGH,IVR
CBK0000703,TXN00008400,USR58377,MCH6418,,,1939.11,FRAUD_OR_ATO,OPEN,,,False,LOW,APP
CBK0000704,TXN00015091,USR45203,MCH9864,,,20286.73,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,HIGH,CHATBOT
CBK0000705,TXN00001152,USR35882,MCH9206,,,1038.46,DUPLICATE_PROCESSING,REJECTED,,,False,MEDIUM,CHATBOT
CBK0000706,TXN00005543,USR82059,MCH4181,,2026-03-05 15:23:41,1362.67,DUPLICATE_PROCESSING,OPEN,,,False,MEDIUM,CALL CENTER
CBK0000707,TXN00009174,USR25529,MCH1041,2026-03-28 00:00:00,,0.35,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,LOW,APP
CBK0000708,TXN00014452,USR24775,MCH2757,,2026-02-20 21:31:31,798.72,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,LOW,IVR
CBK0000709,TXN00011910,USR78593,MCH3912,,2026-03-15 00:00:00,3498.93,FRAUD_OR_ATO,REJECTED,,,False,LOW,CHATBOT
CBK0000710,TXN00012306,USR86472,MCH2032,,,1076.54,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,LOW,IVR
CBK0000711,TXN00015632,USR47206,MCH3217,,,386.01,GENERAL_DISPUTE,IN_PROGRESS,2026-04-01 23:17:35,,False,LOW,BRANCH
CBK0000712,TXN00007650,USR28000,MCH5690,,,316.55,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,2026-04-06 00:03:10,,False,HIGH,CHATBOT
CBK0000713,TXN00015731,USR42970,MCH8779,,,,GENERAL_DISPUTE,OPEN,2026-03-03 18:11:53,,False,HIGH,EMAIL
CBK0000714,TXN00000238,USR50454,MCH5655,2026-02-06 00:00:00,,2745.21,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,EMAIL
CBK0000715,TXN00007023,USR33914,MCH5238,2026-03-15 01:54:25,,463.5,GENERAL_DISPUTE,CLOSED,2026-04-11 14:54:25,,False,MEDIUM,EMAIL
CBK0000716,TXN00013326,USR62901,MCH1320,,,2161.57,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,MEDIUM,CALL CENTER
CBK0000717,TXN00011204,USR82688,MCH4181,,,,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,2026-03-19 06:54:31,,False,HIGH,APP
CBK0000718,TXN00011539,USR60803,MCH7874,2026-03-09 18:51:51,,1528.98,FRAUD_OR_ATO,IN_PROGRESS,,,False,HIGH,CHATBOT
CBK0000719,TXN00008362,USR51141,MCH4473,,,716.05,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,LOW,APP
CBK0000720,TXN00009292,USR62461,MCH8044,,,2299.02,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,CHATBOT
CBK0000721,TXN00009064,USR29458,MCH4113,,,1568.17,DUPLICATE_PROCESSING,RESOLVED,,,False,CRITICAL,BRANCH
CBK0000722,TXN00014532,USR42970,MCH9937,2026-02-28 00:00:00,2026-03-04 00:00:00,4825.86,AMOUNT_MISMATCH,REJECTED,,,False,HIGH,IVR
CBK0000723,TXN00001222,USR96458,MCH9291,,,,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,LOW,EMAIL
CBK0000724,TXN00001310,USR27947,MCH2065,2026-02-13 06:58:57,,2026.3,FRAUD_OR_ATO,OPEN,,,False,LOW,BRANCH
CBK0000725,TXN00001816,USR77595,MCH4624,,,506.82,FRAUD_OR_ATO,RESOLVED,,,False,HIGH,CHATBOT
CBK0000726,TXN00016050,USR43040,MCH4578,,2026-01-26 00:00:00,1426.42,AMOUNT_MISMATCH,RESOLVED,,,False,MEDIUM,IVR
CBK0000727,TXN00008469,USR71348,MCH9319,,,604.81,DUPLICATE_PROCESSING,REJECTED,,,False,MEDIUM,APP
CBK0000728,TXN00018012,USR11036,MCH8256,,,722.5,DUPLICATE_PROCESSING,CLOSED,,,False,LOW,CHATBOT
CBK0000729,TXN00009979,USR43978,MCH6850,2026-02-01 00:00:00,2026-02-17 00:00:00,1801.1,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,BRANCH
CBK0000730,TXN00009351,USR52558,MCH2688,,2026-03-06 14:47:30,1026.98,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,MEDIUM,APP
CBK0000731,TXN00009087,USR31359,MCH1258,,,0.78,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,APP
CBK0000732,TXN00004610,USR32036,MCH3057,2026-01-01 22:58:19,,5879.13,FRAUD_OR_ATO,RESOLVED,,,False,MEDIUM,EMAIL
CBK0000733,TXN00012362,USR55838,MCH4181,,,4043.04,FRAUD_OR_ATO,OPEN,,,False,CRITICAL,BRANCH
CBK0000734,TXN00006117,USR95049,MCH5383,,,0.4,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,2026-04-14 03:25:05,,False,HIGH,IVR
CBK0000735,TXN00011503,USR69437,MCH4181,,2026-03-12 00:00:00,2059.59,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,LOW,CALL CENTER
CBK0000736,TXN00001334,USR31979,MCH2101,2026-03-23 11:54:27,2026-03-25 07:54:27,6666.14,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0000737,TXN00008826,USR85122,MCH9786,,2026-01-24 00:00:00,1347.43,FRAUD_OR_ATO,OPEN,,,False,LOW,EMAIL
CBK0000738,TXN00018812,USR98980,MCH2757,2026-01-05 00:00:00,,0.15,FRAUD_OR_ATO,IN_PROGRESS,,,False,HIGH,CALL CENTER
CBK0000739,TXN00017315,USR29561,MCH5980,,,704.73,FRAUD_OR_ATO,IN_PROGRESS,2026-01-24 06:45:30,,False,HIGH,IVR
CBK0000740,TXN00019738,USR22040,MCH1234,,,584.74,FRAUD_OR_ATO,RESOLVED,2026-04-07 03:59:33,,False,LOW,EMAIL
CBK0000741,TXN00015495,USR41660,MCH6753,,,448.1,AMOUNT_MISMATCH,OPEN,2026-04-09 09:57:07,,False,MEDIUM,EMAIL
CBK0000742,TXN00007076,USR36630,MCH5264,,,533.33,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,2026-03-23 11:58:36,,False,MEDIUM,APP
CBK0000743,TXN00005962,USR43455,MCH1477,,2026-03-22 00:00:00,354.48,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,IVR
CBK0000744,TXN00001703,USR53423,MCH6565,,,0.22,DUPLICATE_PROCESSING,RESOLVED,,,False,MEDIUM,EMAIL
CBK0000745,TXN00010462,USR47272,MCH8805,,,4246.38,FRAUD_OR_ATO,CLOSED,2026-02-03 00:35:16,,False,LOW,CHATBOT
CBK0000746,TXN00006761,USR27533,MCH9632,,,1870.83,DUPLICATE_PROCESSING,OPEN,2026-01-25 23:15:33,,False,MEDIUM,CHATBOT
CBK0000747,TXN00015384,USR91399,MCH3815,,2026-03-04 07:27:02,452.46,GENERAL_DISPUTE,CLOSED,,,False,LOW,CHATBOT
CBK0000748,TXN00009850,USR16745,MCH7753,,2026-02-04 07:19:27,1130.39,FRAUD_OR_ATO,OPEN,,,False,LOW,EMAIL
CBK0000749,TXN00006304,USR30630,MCH3257,,,4194.32,GENERAL_DISPUTE,IN_PROGRESS,,,False,CRITICAL,CHATBOT
